job_id,lon,lat,service_sec
38126,-76.5168729,3.4481117,600
38210,-76.5129373,3.4454785,600
38533,-76.5160233,3.4478583,600
166548,-76.51565068,3.4477606,600
170391,-76.5149188,3.4489193,600
178183,-76.51480166666667,3.448978333333333,600
178566,-76.5159867,3.446975,600
196943,-76.5168894,3.4481249,600
234818,-76.5137043,3.446393,600
244640,-76.5143159,3.4478687,600
244655,-76.5174333,3.447745,600
251876,-76.5000928,3.4496603,600
259432,-76.514895,3.4472117,600
287692,-76.5156258,3.4464223,600
308096,-76.5179237,3.4473015,600
324576,-76.5143298,3.4481618,600
324671,-76.516307,3.44835256,600
333772,-76.51545,3.4490600000000002,600
334722,-76.5142233,3.4465285,600
339268,-76.5142576,3.4465472,600
339337,-76.5164023,3.4470138,600
354422,-76.5158478,3.4468682,600
1557806,-76.514845,3.4480333333333335,600
1685593,-76.5171752,3.4479386,600
1729524,-76.5173955,3.4469352,600
1729534,-76.5117656,3.44623336,600
1729754,-76.51510666666667,3.4480783333333336,600
1798731,-76.5175267,3.4476233,600
37817,-76.5150528,3.4497839,600
38092,-76.5166983,3.4506329,600
38483,-76.5143597,3.4480461,600
38589,-76.5156419,3.4496047,600
38615,-76.514135,3.4503567,600
61188,-76.511693,3.4516009,600
164058,-76.5145463,3.4500774,600
165469,-76.5159021,3.4498812,600
178345,-76.5144491,3.4505138,600
333865,-76.502317,3.4487951,600
1465990,-76.4992382,3.4470083,600
1482455,-76.5146058,3.4496119,600
1513447,-76.5149949,3.4495529,600
1561304,-76.5144634,3.4497207,600
1561359,-76.5156261,3.4495398,600
1578576,-76.5149828,3.4494891,600
1730426,-76.5142202,3.4503206,600
26098,-76.507945,3.4425833333333333,600
38491,-76.51253227,3.44835682,600
38721,-76.5107231,3.4467185,600
38735,-76.5106102,3.4470031,600
38810,-76.5100154,3.4481285,600
137796,-76.5123287,3.4466778,600
146975,-76.5128287,3.447256,600
147382,-76.51099166666667,3.449185,600
147384,-76.5105605,3.449202,600
147535,-76.5128364,3.4472894,600
156195,-76.5123633,3.4486933,600
187551,-76.513761,3.4481155,600
224399,-76.51079,3.446775,600
244916,-76.5103374,3.4456391,600
245004,-76.5114559,3.4467694,600
251208,-76.5079679,3.449571,600
324290,-76.5102753,3.4488481,600
324515,-76.5122809,3.4461826,600
324521,-76.5120116,3.4473754,600
325253,-76.510506,3.4462926,600
339970,-76.5118517,3.44835,600
354410,-76.5123376,3.4492404,600
1483865,-76.5139727,3.4475636,600
1490057,-76.5104642,3.4455554,600
1491417,-76.510405,3.4456467,600
1491433,-76.5138411,3.4472014,600
1491472,-76.5107767,3.4467867,600
1491553,-76.5112129,3.4489047,600
1491622,-76.5109237,3.4483389,600
1524401,-76.511168,3.4480961,600
1557219,-76.5107365,3.4494712,600
1557235,-76.5118271,3.4493438,600
1557382,-76.5114902,3.4475938,600
1557559,-76.5114819,3.4475797,600
1560264,-76.5106672,3.4477654,600
1560940,-76.5000463,3.4496525,600
1683771,-76.5099023,3.4478387,600
1684050,-76.5032148,3.445195,600
1722261,-76.50479911,3.45100735,600
1725212,-76.50840498,3.4391721,600
1730081,-76.5137733,3.447885,600
1730097,-76.5123133,3.44954,600
1730167,-76.51192,3.4461167,600
1753151,-76.5088963508606,3.4514880180358887,600
9697,-76.5072591,3.4448192,600
10036,-76.50684166666666,3.442025,600
13372,-76.5019114,3.4408366,600
13968,-76.50529666666667,3.4440050000000006,600
15458,-76.5109817,3.4512783,600
32499,-76.50862833333333,3.44241,600
32830,-76.5072417,3.4437117,600
33052,-76.5075167,3.4428867,600
33067,-76.5146701,3.4484046,600
33080,-76.50713,3.444205,600
33123,-76.50966833333334,3.443475,600
38702,-76.5099005,3.4460284,600
40068,-76.5090244,3.446182,600
47873,-76.5087552,3.44418,600
126747,-76.5056477,3.4418511,600
136619,-76.5079433,3.44359,600
146834,-76.5174304,3.4475865,600
147129,-76.5090844,3.4508924,600
147182,-76.508115,3.4479483,600
147317,-76.509605,3.445733333333334,600
152783,-76.50337166666667,3.4421249999999994,600
173315,-76.5087448,3.4414058,600
174028,-76.5056056,3.4425043,600
174101,-76.5074581,3.4424035,600
174115,-76.5174232,3.4475901,600
174137,-76.5063417,3.4430883,600
174139,-76.5060323,3.4428705,600
174174,-76.5077917,3.4445517,600
174199,-76.5069728,3.4420107,600
174222,-76.5090557,3.4401188,600
174369,-76.5088798,3.4425232,600
174725,-76.50652833333334,3.443955,600
175304,-76.5018548,3.4479955,600
175550,-76.5032674,3.4426332,600
176759,-76.50277713,3.4435218,600
205312,-76.5067674,3.4458172,600
221544,-76.50294484,3.45050273,600
225235,-76.5073594,3.4433855,600
225273,-76.5100284,3.4464131,600
234208,-76.5097671,3.4456615,600
239506,-76.5078141,3.4456156,600
242219,-76.5069817,3.4425567,600
243427,-76.5034725,3.4426276,600
243436,-76.50242833333333,3.446156666666667,600
243533,-76.5097775,3.4438641,600
245220,-76.5095998,3.4439215,600
247352,-76.507657,3.4458967,600
247370,-76.507645,3.44646,600
251845,-76.508997,3.4429051,600
269635,-76.5082167,3.4470517,600
315406,-76.5042594,3.4455299,600
323595,-76.50626666666668,3.4436400000000003,600
323862,-76.50719833333332,3.4463383333333333,600
323968,-76.5079367,3.4459483,600
324010,-76.5054717,3.4488533,600
324330,-76.50563000000001,3.445203333333333,600
332753,-76.50763,3.442403333333333,600
334297,-76.5058783,3.4429383,600
334483,-76.5058175,3.4423893,600
336553,-76.50778023,3.4515503,600
348774,-76.5075555,3.446386,600
668950,-76.5088746,3.4425354,600
1467114,-76.50510573,3.44814824,600
1483236,-76.5042222,3.4455255,600
1490973,-76.5063904,3.4431285,600
1490974,-76.5174312,3.4475896,600
1491011,-76.5050837,3.4429524,600
1491083,-76.5072433,3.4424633,600
1491097,-76.5096209,3.4413373,600
1491121,-76.5146424,3.4484114,600
1491143,-76.5091836,3.4434491,600
1491146,-76.5084152,3.4427045,600
1491154,-76.50965666666666,3.4433716666666667,600
1491162,-76.5077806,3.44405,600
1491187,-76.5086613,3.4409476,600
1491385,-76.5079129,3.44591,600
1491404,-76.5085924,3.4455875,600
1491510,-76.50735166666666,3.4486600000000003,600
1491540,-76.5102937,3.4489069,600
1558305,-76.5065533,3.44316,600
1559002,-76.5071549,3.4441799,600
1559090,-76.5094759,3.4475739,600
1559162,-76.5096743,3.4453945,600
1566263,-76.5091726,3.4434024,600
1580641,-76.5174337,3.4475819,600
1582577,-76.5102,3.4463517,600
1679826,-76.5055762,3.4435707,600
1679965,-76.5065267,3.4443933,600
1683588,-76.5034857,3.4432542,600
1699332,-76.5090359,3.4428346,600
1721908,-76.5091401,3.4476848,600
1722295,-76.5106261,3.4474387,600
1722358,-76.5109138,3.4467268,600
1722420,-76.51634465,3.44955879,600
1722459,-76.51041666666667,3.4456783333333334,600
1722512,-76.5104021,3.4460162,600
1722544,-76.5097722,3.4454852,600
1722773,-76.5041683,3.4455383,600
1727744,-76.50906254,3.44284965,600
1727749,-76.50917437,3.4431927,600
1728049,-76.5094834,3.4422482,600
1744577,-76.50097947,3.44530754,600
1744940,-76.506937,3.4464165,600
1747126,-76.51516071,3.45083652,600
1802035,-76.5093946,3.4463464,600
1821436,-76.5061833,3.44248602,600
1823524,-76.5092324,3.4472835,600
1824422,-76.5080789,3.44409294,600
1890573,-76.5093759,3.4415621,600
1914977,-76.5096385,3.4428375,600
1919507,-76.5087667,3.442615,600
1956301,-76.5080017,3.448475,600
1958848,-76.5080837,3.4405124,600
27015,-76.5004507,3.445095,600
33802,-76.5024762,3.4433535,600
33899,-76.5019499,3.4437372,600
33991,-76.501995,3.4429467,600
39555,-76.5027463,3.4453703,600
39569,-76.5047203,3.4460997,600
144122,-76.50051,3.4435683,600
144225,-76.5012919,3.4426643,600
145030,-76.50130833333333,3.44552,600
146432,-76.5007083,3.4450833,600
146558,-76.4999325,3.445307,600
164475,-76.5037107,3.4435009,600
164508,-76.5023542,3.4456882,600
164785,-76.5053017,3.44532,600
171270,-76.50165309,3.44366246,600
171821,-76.5013899,3.4449748,600
173684,-76.504606,3.4462519,600
173715,-76.5045937,3.4455864,600
173758,-76.5048922,3.4463078,600
173806,-76.50533,3.443835,600
173906,-76.5041756,3.4455484,600
173973,-76.5019809,3.4437607,600
173979,-76.5032417,3.4439317,600
173982,-76.5033345,3.4439043,600
175428,-76.5041417,3.44557,600
175715,-76.5004591,3.4457442,600
222617,-76.5114203,3.4467705,600
226339,-76.5046809,3.4461064,600
270576,-76.502341,3.4454064,600
282664,-76.5031314,3.4438613,600
293405,-76.5019103,3.4432599,600
303387,-76.5018542,3.4449565,600
323949,-76.5010095,3.445145,600
333268,-76.5065567,3.4445633,600
341934,-76.50603166666666,3.443586666666667,600
1465213,-76.5025067,3.44332,600
1472582,-76.5028608,3.4461519,600
1485913,-76.506685,3.4459817,600
1489999,-76.50683792,3.43982031,600
1490261,-76.5022108,3.4453202,600
1490320,-76.5037905,3.4455509,600
1490990,-76.50403965,3.45195482,600
1490996,-76.5055243,3.4435553,600
1491287,-76.5038856,3.446187,600
1491410,-76.5002177,3.4453537,600
1544202,-76.5042881,3.4405155,600
1549373,-76.5018939,3.4427371,600
1554220,-76.5047145,3.4481081,600
1555326,-76.5030489,3.4453011,600
1557809,-76.5027602,3.4437661,600
1558839,-76.5047944,3.4454703,600
1558899,-76.5036645,3.4451846,600
1560256,-76.51442166666668,3.4444266666666663,600
1682277,-76.5010583,3.445195,600
1722799,-76.5045424,3.4486718,600
1722986,-76.5037533,3.447225,600
1723169,-76.5042087,3.4448812,600
1746084,-76.5058651,3.4459824,600
1746123,-76.501375,3.445755,600
1820616,-76.5011513,3.443155,600
1821490,-76.5036175,3.4452288,600
1821900,-76.5081338,3.4453654,600
1942971,-76.5021633,3.4475367,600
1942999,-76.5028685,3.4479285,600
1943750,-76.5036866,3.4407899,600
1944152,-76.501125,3.4470839,600
1949293,-76.5025116,3.4437858,600
31942,-76.51414,3.4441966666666666,600
147524,-76.509555,3.4422123,600
169824,-76.5135314,3.4411175,600
178036,-76.5000991,3.4496568,600
178451,-76.5080174,3.438605,600
178570,-76.512229,3.4436941,600
243631,-76.5113467,3.442715,600
243652,-76.5095472,3.4407534,600
244018,-76.5127945,3.4437989,600
321730,-76.5104727,3.4429755,600
323736,-76.5099867,3.4412458,600
324432,-76.5140117,3.4438586,600
324435,-76.5000832,3.449647,600
324468,-76.5106835,3.4432294,600
339173,-76.5000968,3.4496496,600
343363,-76.5119802,3.4403696,600
1005984,-76.5123468,3.4454349,600
1573963,-76.5095389,3.4421423,600
1639704,-76.5095297,3.4422426,600
1680992,-76.5114435,3.4451554,600
1728095,-76.5104607,3.4438841,600
1728114,-76.5101867,3.4424133,600
1728397,-76.51059,3.4444167,600
1728707,-76.5124719,3.4379785,600
1728723,-76.5117822,3.4402234,600
1728990,-76.5080199,3.4385818,600
10079,-76.5153567,3.4368817,600
50407,-76.5153183,3.4382,600
50487,-76.51423577,3.43862762,600
50517,-76.516333,3.4379648,600
143647,-76.5178431,3.438723,600
159638,-76.516191,3.4389568,600
195612,-76.51119164,3.43891973,600
244238,-76.5155171,3.438608,600
244523,-76.5175541,3.4381501,600
313926,-76.5177867,3.4386807,600
323101,-76.5175948,3.4405098,600
324220,-76.5163611,3.4379697,600
324613,-76.515815,3.4373617,600
324751,-76.5159834,3.4372482,600
324761,-76.5041769,3.4452257,600
324794,-76.5183514,3.4390105,600
333366,-76.5183333,3.4394878,600
1513483,-76.5157155,3.438299,600
1524107,-76.5175517,3.4374467,600
1557182,-76.5165514,3.4402306,600
1560341,-76.5160524,3.4361094,600
1560539,-76.517284,3.4374856,600
1560557,-76.5166467,3.4382733,600
1666209,-76.5161283,3.4382517,600
1683332,-76.5165417,3.438435,600
1870706,-76.5166478,3.4382587,600
1895771,-76.5157849,3.43828,600
9767,-76.51402,3.4411317,600
20127,-76.514741,3.4422024,600
21689,-76.5154033,3.44262,600
42858,-76.511875,3.4487983,600
157849,-76.51659,3.44371,600
161951,-76.51419166666666,3.4416733333333336,600
163005,-76.5154026,3.4417278,600
176993,-76.516,3.4453,600
178939,-76.5153376,3.4426952,600
178940,-76.5106541,3.4432269,600
178954,-76.5164193,3.4435477,600
178986,-76.5124926,3.4425163,600
178990,-76.5119759,3.4428227,600
179096,-76.5143653,3.4419154,600
179459,-76.5125052,3.442185,600
211352,-76.513035,3.44201,600
222904,-76.51234,3.443395,600
230307,-76.5155897,3.4437254,600
243660,-76.5080026,3.4485161,600
318781,-76.5140021,3.4427884,600
335936,-76.5159047,3.4448792,600
1469164,-76.515345,3.444405,600
1559732,-76.51479833333333,3.443873333333334,600
1559764,-76.5132773,3.4431526,600
1559857,-76.5117891,3.443828,600
1559873,-76.51256,3.4422733,600
1559965,-76.5149211,3.4431782,600
1559997,-76.5158506,3.4433537,600
1560077,-76.51532166666667,3.442511666666667,600
1560097,-76.5149676,3.4420437,600
1561490,-76.5107279,3.4416707,600
1573816,-76.5139883,3.4412,600
1678997,-76.507998,3.4485193,600
1728822,-76.5123719,3.4430408,600
1728890,-76.5140117,3.4411117,600
1728934,-76.5128132,3.4438806,600
1728985,-76.5133217,3.4451083,600
1729130,-76.5147586,3.442171,600
1729237,-76.5139834,3.44274,600
1729312,-76.5153533,3.444435,600
1729446,-76.5144683,3.44301,600
223656,-76.5041957,3.4451362,600
340219,-76.51684302,3.44044547,600
348819,-76.5179367,3.44325,600
1459356,-76.5167185,3.4382148,600
1494880,-76.5041957,3.4451362,600
1646273,-76.5165217,3.441405,600
1660625,-76.5041968,3.4451393,600
1660641,-76.5041792,3.4452289,600
1692539,-76.5183204,3.4416673,600
1720512,-76.50933602,3.44093576,600
6342,-76.5130607,3.4389874,600
10127,-76.50257,3.4465533,600
10147,-76.5023983,3.4505467,600
13669,-76.5030703,3.4498716,600
18007,-76.5040726,3.4503291,600
20900,-76.5114233,3.45053,600
33269,-76.50237833333334,3.4500850000000005,600
39095,-76.5133976,3.4461343,600
39379,-76.5130239,3.4391531,600
39441,-76.5082454,3.4493106,600
39803,-76.506265,3.4506267,600
40110,-76.5078979,3.4505513,600
40267,-76.5130517,3.4391075,600
40324,-76.50385,3.44975,600
44447,-76.5029833,3.446605,600
109675,-76.5039067,3.4520517,600
142992,-76.5065438,3.4514321,600
145470,-76.5022379,3.4517811,600
145543,-76.5044402,3.4528208,600
146118,-76.5031093,3.4493901,600
146973,-76.50859999999999,3.4515816666666668,600
147055,-76.5130787,3.4390043,600
147064,-76.5039723,3.4509914,600
147093,-76.50694166666668,3.4459999999999997,600
147173,-76.5075769,3.4458691,600
147268,-76.5041814,3.4455075,600
147411,-76.513425,3.4460983,600
154153,-76.5063718,3.4490175,600
162787,-76.50250008,3.44654956,600
166138,-76.5045585,3.4486673,600
169610,-76.5134034,3.4461418,600
172657,-76.5047583,3.450975,600
172852,-76.50115166666666,3.4486,600
172882,-76.50232666666668,3.4507399999999997,600
172929,-76.503085,3.4498883,600
172935,-76.50378816,3.44835693,600
172940,-76.5022333,3.4523683,600
173017,-76.5079433,3.44956,600
173055,-76.50532271,3.44748119,600
173101,-76.5064798,3.4489984,600
173133,-76.5038867,3.4504599,600
173171,-76.503755,3.4526,600
173192,-76.505295,3.45174,600
173258,-76.51106532,3.44528277,600
173261,-76.506635,3.4499467,600
173407,-76.5112678,3.4483131,600
173552,-76.5102275,3.4492839,600
178888,-76.5133996,3.4460984,600
181116,-76.5133976,3.4461343,600
211822,-76.508851,3.4483467,600
219691,-76.5031069,3.4476318,600
222631,-76.5020468,3.4492097,600
229238,-76.5130514,3.4391334,600
241020,-76.5133993,3.446139,600
244892,-76.511353,3.44985107,600
245137,-76.5086466,3.4521997,600
245210,-76.5076852,3.4498965,600
245246,-76.5130787,3.4390043,600
245449,-76.50873666666666,3.449856666666667,600
245644,-76.503275,3.448218333333333,600
245854,-76.50403833333333,3.451055,600
245857,-76.5039883,3.4504456,600
245860,-76.5079667,3.4494433,600
250001,-76.5161178,3.4463914,600
287569,-76.5028949,3.451134,600
319887,-76.5106426,3.44768695,600
323944,-76.50864,3.4483296,600
324106,-76.5042036,3.4457544,600
324991,-76.50344333333334,3.45131,600
324994,-76.5024293,3.4495545,600
331165,-76.5094975,3.448678,600
340275,-76.5042204,3.4455526,600
340570,-76.5066347,3.4505022,600
341574,-76.50264999999999,3.446706666666666,600
347473,-76.5024867,3.4488117,600
353913,-76.5090555,3.4483301,600
1476913,-76.5042382,3.4455247,600
1477444,-76.5016693,3.4516676,600
1488639,-76.5095192,3.4486988,600
1489942,-76.5038357,3.4520133,600
1490049,-76.5027183,3.4496417,600
1490066,-76.5039868,3.451519,600
1490087,-76.5024701,3.4514587,600
1490184,-76.51122,3.447775,600
1491519,-76.5089925,3.4490292,600
1491533,-76.510245,3.4487617,600
1491587,-76.5130818,3.439079,600
1491590,-76.5084195,3.4498944,600
1507443,-76.5044933,3.45273,600
1508493,-76.5026305,3.448708,600
1537798,-76.5133976,3.4461428,600
1553030,-76.4994175,3.4518318,600
1553177,-76.50702,3.4505467,600
1553581,-76.503525,3.4506117,600
1553608,-76.501125,3.4487283333333334,600
1553613,-76.5029352,3.4508088,600
1554022,-76.502625,3.44893,600
1554427,-76.50306408,3.44755418,600
1554466,-76.50418,3.4465133,600
1554657,-76.5064159,3.4495033,600
1554741,-76.5062079,3.4499725,600
1554795,-76.506336,3.4509708,600
1554810,-76.5076105,3.4493451,600
1554852,-76.5054197,3.451625,600
1555304,-76.50796,3.4484883,600
1612753,-76.5130607,3.4389874,600
1626403,-76.5078839,3.4491358,600
1645141,-76.5130692,3.4390979,600
1670547,-76.5048633,3.446275,600
1680030,-76.5130155,3.439047,600
1680588,-76.5130514,3.4391334,600
1680656,-76.506885,3.4504967,600
1683175,-76.5062758,3.4509479,600
1686310,-76.5134034,3.4461418,600
1688304,-76.5133865,3.4461321,600
1700408,-76.5130692,3.4390979,600
1705549,-76.50111833333334,3.448673333333333,600
1721033,-76.5058457,3.4523018,600
1721448,-76.5061942,3.4528192,600
1721541,-76.5085443,3.4505239,600
1721693,-76.5075633,3.4493383,600
1721709,-76.5161103,3.4463878,600
1721739,-76.5079317,3.448035,600
1721828,-76.5081684,3.4470004,600
1721992,-76.50899873,3.43991792,600
1803915,-76.5063347,3.4495002,600
1819420,-76.5113862,3.4514054,600
1822924,-76.5106564,3.4487675,600
1823034,-76.51512188,3.4465103,600
1823152,-76.5096868,3.4491253,600
1850630,-76.5044552,3.4516563,600
1852029,-76.5044867,3.4506483,600
178722,-76.5113217,3.438805,600
178739,-76.5108802,3.4403474,600
182561,-76.5001018,3.4496518,600
239669,-76.5146799,3.4389505,600
239873,-76.5090268,3.4401572,600
1561579,-76.513045,3.4390848,600
1561739,-76.5118918,3.4379367,600
1680057,-76.5125306,3.4389156,600
1727021,-76.5130454,3.4391065,600
4739,-76.4996348,3.4495328,600
6360,-76.5035553,3.4509312,600
34754,-76.5005313,3.4487767,600
36929,-76.501135,3.448475,600
57343,-76.499325,3.4511417,600
61000,-76.5003636,3.4497771,600
106607,-76.5015463,3.4494698,600
144568,-76.499035,3.4457017,600
145435,-76.498965,3.4515666666666664,600
145444,-76.5041817,3.4455517,600
145447,-76.50112166666666,3.4487200000000002,600
145698,-76.5011662,3.4498258,600
145742,-76.5003832,3.4497975,600
145984,-76.5041667,3.4455267,600
146928,-76.5018217,3.45057,600
161933,-76.5019305,3.4465016,600
162500,-76.5016769,3.447123,600
172361,-76.4983652,3.4514261,600
172616,-76.499805,3.44858,600
172743,-76.5012117,3.4478883,600
172745,-76.5018217,3.450495,600
172777,-76.50113,3.4488499999999997,600
172783,-76.5016381,3.4471338,600
172789,-76.5017345,3.4472237,600
172825,-76.5017559,3.4509776,600
177882,-76.5002429,3.4445585,600
180913,-76.500545,3.451265,600
223351,-76.4995023,3.4433438,600
225146,-76.500575,3.4480617,600
237433,-76.50117666666667,3.4486349999999995,600
245384,-76.5011685,3.4471378,600
245944,-76.5015242,3.4487537,600
246068,-76.4992122,3.4510215,600
246109,-76.4994249,3.4506274,600
246132,-76.498915,3.4489683,600
246243,-76.499835,3.451931666666667,600
246248,-76.4999867,3.4517483,600
249705,-76.5013253,3.4483629,600
260291,-76.4999668,3.4449638,600
300354,-76.49962666666667,3.4498716666666667,600
313653,-76.5041767,3.4455633,600
325067,-76.4999102,3.452194,600
325136,-76.5007682,3.4466088,600
325156,-76.4994552,3.4469293,600
325180,-76.4985933,3.4499167,600
1465421,-76.5033133,3.4453183,600
1485314,-76.4996136,3.4445759,600
1486445,-76.5008883,3.44786,600
1489883,-76.50167666666667,3.45204,600
1490092,-76.5000516,3.4504268,600
1490116,-76.5042067,3.4455767,600
1490213,-76.503156,3.4471023,600
1504315,-76.5004879,3.4490135,600
1508353,-76.4989447,3.4489191,600
1526580,-76.502595,3.4488883,600
1553049,-76.4999884,3.4514417,600
1554120,-76.500532,3.4487842,600
1554150,-76.5041767,3.4455483,600
1685665,-76.504195,3.445525,600
1685942,-76.5016433,3.4495217,600
1690724,-76.5031083,3.4476817,600
1703371,-76.5017765,3.450994,600
1720282,-76.4993588,3.4521666,600
1720983,-76.5046585,3.45086,600
1723489,-76.5013357,3.4479027,600
1723679,-76.5018392,3.4456076,600
1723731,-76.5009358,3.4451543,600
1723958,-76.499099,3.4457503,600
1765135,-76.5022534,3.4466528,600
1775427,-76.4992617,3.4471317,600
1818923,-76.5018151,3.4502027,600
1820067,-76.4992968,3.4448756,600
1882299,-76.4995908,3.4476841,600
1887799,-76.5002447,3.4447555,600
1919445,-76.500888,3.447766,600
1940337,-76.4995951,3.4453278,600
9275,-76.5049951,3.4475379,600
9278,-76.5057619,3.4487225,600
9280,-76.5080854,3.4479802,600
9724,-76.5012902,3.4484828,600
39222,-76.5081717,3.448415,600
39297,-76.50606,3.448705,600
39431,-76.50459666666667,3.4476400000000003,600
115760,-76.5041603,3.4455603,600
122053,-76.5047664,3.4471647,600
145274,-76.5066966,3.447873,600
146632,-76.503685,3.4468247,600
146763,-76.5068267,3.4485183,600
146781,-76.5041829,3.4477662,600
146786,-76.5063283,3.4487317,600
162604,-76.501287,3.4485139,600
173217,-76.50484833333333,3.4491366666666665,600
173226,-76.5054043,3.4489408,600
184010,-76.5142725,3.4466034,600
197182,-76.5045339,3.4476478,600
202620,-76.5040789,3.4468344,600
210220,-76.5045583,3.447628,600
212021,-76.50436833333333,3.447445,600
245525,-76.5066599,3.4489145,600
307959,-76.5044133,3.4472367,600
323808,-76.5047582,3.4476061,600
323843,-76.5062517,3.4485383,600
323928,-76.5048105,3.4480908,600
1480850,-76.5042363,3.4482695,600
1489427,-76.5058838,3.4487174,600
1555458,-76.5056195,3.448315,600
1555473,-76.5057672,3.4487562,600
1555490,-76.5061078,3.4486217,600
1555498,-76.50625833333334,3.448386666666667,600
1605431,-76.5048125,3.4475434,600
1745267,-76.5054954,3.447852,600
1797320,-76.50633428,3.45030361,600
1815330,-76.5054138,3.4478864,600
1822479,-76.5053008,3.4485858,600
1825060,-76.50419,3.4455298,600
1910645,-76.5074396,3.4486564,600
1943562,-76.5063673,3.4487818,600
1947358,-76.5146499,3.4484038,600
1947837,-76.5045682,3.4476508,600
9301,-76.5053867,3.440765,600
9315,-76.5043167,3.4394533,600
9645,-76.5059761,3.439478,600
26772,-76.5026167,3.4400633,600
32212,-76.5066429,3.4391203,600
32449,-76.5059848,3.4411363,600
32545,-76.507903,3.4395704,600
33435,-76.5029082,3.4410683,600
37366,-76.5048842,3.4415566,600
101800,-76.5084749,3.4403674,600
106879,-76.50781166666667,3.4392149999999995,600
114195,-76.505855,3.4394979,600
124099,-76.5077267,3.4391417,600
129534,-76.5073372,3.4482316,600
139596,-76.5084033,3.4391633,600
141413,-76.5071086,3.4390017,600
152805,-76.5065878,3.4390619,600
156368,-76.5028779,3.4410662,600
174124,-76.5048159,3.4403879,600
174654,-76.5066476,3.4391645,600
174723,-76.50619,3.4393967,600
174848,-76.5066605,3.440329,600
174849,-76.5065705,3.4403246,600
174876,-76.50729934,3.44983526,600
174892,-76.5042643,3.4400139,600
174970,-76.5048942,3.4403682,600
175009,-76.5042417,3.4405633,600
175130,-76.5030783,3.4422167,600
175544,-76.50873866,3.43917303,600
176463,-76.5035244,3.441895,600
179126,-76.504938,3.4409617,600
203428,-76.5025367,3.4400767,600
223971,-76.5073847,3.4424075,600
242844,-76.5088367,3.4446933,600
242945,-76.5046106,3.4410641,600
242950,-76.5047667,3.440995,600
243158,-76.5030967,3.4407117,600
243305,-76.5038083,3.4428283,600
246233,-76.5051902,3.4420593,600
247664,-76.5046867,3.4399083,600
248165,-76.5059226,3.4405793,600
305925,-76.50297304,3.44372946,600
322884,-76.5094633,3.44226,600
323558,-76.5043242,3.4405256,600
323732,-76.5045205,3.4411038,600
324371,-76.5081517,3.4385683,600
338028,-76.5059281,3.4409713,600
339191,-76.507551,3.4403223,600
346198,-76.508295,3.4410733,600
351507,-76.507445,3.4399817,600
352633,-76.5077939,3.4390496,600
1470071,-76.5052546,3.4414546,600
1490835,-76.5043232,3.4404999,600
1490854,-76.5037784,3.4426194,600
1490901,-76.5042018,3.4412031,600
1490926,-76.5046433,3.4410099,600
1491029,-76.5066317,3.4391617,600
1491036,-76.5058833,3.4401033,600
1491047,-76.50613166666668,3.4396416666666663,600
1491057,-76.506426,3.440463,600
1491179,-76.5083314,3.4410339,600
1491184,-76.5042067,3.4403067,600
1491261,-76.5073563,3.4398061,600
1491262,-76.5076005,3.4403593,600
1518922,-76.5053475,3.4407589,600
1523869,-76.5037821,3.4427865,600
1537113,-76.5033335,3.4414118,600
1555860,-76.5038366,3.4428639,600
1555885,-76.5039456,3.4418998,600
1555899,-76.5039094,3.441941,600
1556060,-76.5046167,3.4410717,600
1556109,-76.504587,3.4414858,600
1556127,-76.5052652,3.4420185,600
1556234,-76.507446,3.439435,600
1667338,-76.5084643,3.4385217,600
1726515,-76.5024389,3.4401363,600
1726536,-76.5031021,3.4409828,600
1726897,-76.5050867,3.4409033,600
1726942,-76.50589543,3.43890409,600
1727949,-76.507705,3.438895,600
1727999,-76.507413,3.4387795,600
1732514,-76.5049838,3.4398074,600
1828776,-76.5042095,3.4455348,600
1954321,-76.5059848,3.4411363,600
